2,1765359732423,1765359723169,2192,Log_2192,9254
2,1765359734421,1765359725845,2466,Log_2466,8576
2,1765359736421,1765359725861,2472,Log_2472,10560
2,1765359746422,1765359737853,4457,Log_4457,8569
2,1765359746422,1765359735392,3962,Log_3962,11030
2,1765359748420,1765359738219,4532,Log_4532,10201
2,1765359750422,1765359740872,4962,Log_4962,9550
2,1765359759276,1765359749432,5947,Log_5947,9844
2,1765359764276,1765359755809,7137,Log_7137,8467
2,1765359772276,1765359763008,8222,Log_8222,9268
2,1765359774276,1765359765990,8536,Log_8536,8286
2,1765359784276,1765359774702,9842,Log_9842,9574
2,1765359799128,1765359789684,11917,Log_11917,9444
2,1765359840962,1765359831827,18242,Log_18242,9135
