relative_time_s,throughput,processed_count,drop_rate,avg_delay_processed
0,566.0,565.6666666666666,0.0,4.046446081319976
1,524.5,523.75,0.001001001001001001,3.928318377088305
2,444.0,443.4,0.0005889281507656066,3.8911276499774465
3,391.8,391.2,0.0014299332697807435,3.6953967280163598
4,431.6,431.2,0.0013513513513513514,3.668914192949907
5,311.8,311.4,0.0011551790527531767,3.644663455362877
6,327.0,327.0,0.0009502692429521698,3.758924159021407
7,350.2,350.2,0.00092109303039607,3.783632781267847
8,315.2,315.2,0.0008036431824270024,3.783041878172589
9,241.2,241.2,0.0007554772097708386,3.714808457711443
10,262.4,262.2,0.0007189072609633358,3.7271357742181546
11,193.0,192.8,0.0006876002750401101,3.6550674273858923
12,199.8,199.6,0.0008754650908295032,3.6425861723446893
13,200.8,200.6,0.0008514261387824606,3.6124267198404785
14,207.6,207.2,0.0008048289738430583,3.582090733590734
15,219.0,218.8,0.0007726482518833301,3.5557010968921388
16,251.4,251.2,0.0009257544899092761,3.555613057324841
17,267.6,267.4,0.0008827683615819209,3.538729244577412
18,299.0,298.8,0.0008396305625524769,3.5646840696117805
19,322.2,322.2,0.0007926442612555486,3.5689615145872127
20,342.0,342.0,0.000749400479616307,3.5672035087719296
21,363.0,363.0,0.000713063320022818,3.5225146005509647
22,376.2,376.0,0.0006780580417683754,3.493812765957447
23,380.8,380.4,0.0006435006435006435,3.468703995793901
24,385.4,385.0,0.0007326901941629015,3.465508571428571
25,381.0,380.6,0.0008162313432835821,3.4850220704151336
26,362.6,362.2,0.0007830853563038371,3.525137493097736
27,334.6,334.4,0.0007543916370298524,3.542420454545455
28,300.8,300.8,0.0007304601899196494,3.548630319148936
29,266.0,266.0,0.000709795173392821,3.562081203007519
30,242.0,242.0,0.0006944444444444445,3.5316454545454548
31,225.2,225.2,0.0006816632583503749,3.517492895204263
32,209.4,209.2,0.000667365811802841,3.518789674952199
33,208.2,207.8,0.0006536558035297414,3.4694966313763236
34,219.8,219.4,0.0007333394444953708,3.44459161349134
35,232.0,231.6,0.0008092797410304828,3.37286183074266
36,248.8,248.4,0.0007916959887403237,3.407817230273752
37,271.0,270.8,0.0007725985063095545,3.429420974889217
38,298.8,298.8,0.0007529490504475864,3.458872155287818
39,328.8,328.8,0.0007338551859099804,3.481942214111922
40,351.6,351.6,0.000713436385255648,3.564695676905574
41,371.8,371.8,0.0006916692284045496,3.5447192038730497
42,383.0,383.0,0.0006712911165808906,3.591801044386423
43,378.0,378.0,0.0006516072980017377,3.622980952380952
44,366.0,365.8,0.0006347415191480358,3.6276429743028977
45,352.2,352.0,0.0006204756980351603,3.6165034090909094
46,328.2,328.0,0.0006737636437137853,3.644768292682927
47,305.8,305.4,0.0006592827004219409,3.5906764898493777
48,289.0,288.6,0.0006471235358830001,3.5919161469161462
49,266.0,265.8,0.0007002801120448179,3.6015771256583897
50,240.2,239.8,0.000689655172413793,3.6167072560467055
51,223.0,222.6,0.000680187979223349,3.571686433063791
52,215.4,215.2,0.0007330930417252122,3.566329925650557
53,207.6,207.4,0.0007242877836793819,3.5371668273866925
54,206.2,206.0,0.0007149240393208221,3.5079601941747574
55,216.6,216.6,0.0007063809748057452,3.4489953831948292
56,235.8,235.8,0.0006975527524269023,3.4391950805767597
57,257.0,257.0,0.0006876002750401101,3.477803112840467
58,285.2,285.2,0.0006761706203865442,3.42386605890603
59,317.6,317.6,0.0006640841173215274,3.4348261964735514
60,342.0,342.0,0.0006516780710329097,3.4294421052631576
61,355.6,355.6,0.0006386035868234793,3.468682227221597
62,371.2,371.2,0.0006262394322095815,3.4033723060344827
63,384.2,384.0,0.0006145966709346991,3.427864583333333
64,379.4,379.2,0.0006022282445046673,3.4183027426160337
65,365.4,365.2,0.0006392918613228424,3.420812705366922
66,348.8,348.6,0.0006283836040216551,3.3790814687320716
67,320.6,320.2,0.0006193720520272524,3.3968425983760153
68,253.0,252.6,0.000611218204899149,3.3788646080760096
69,248.4,247.8,0.0006502856612011705,3.4728861985472164
70,223.6,223.0,0.0006944444444444445,3.535931838565023
71,204.4,203.6,0.000729594163246694,3.589855599214146
72,191.2,190.6,0.0007237526575292894,3.6427051416579226
73,216.8,216.4,0.000762639630344085,3.643170055452865
74,199.0,198.8,0.000756059595285746,3.584105633802817
75,220.4,220.0,0.0007494269088344208,3.5840899999999998
76,245.6,245.4,0.0007415485278080698,3.5799380603096984
77,271.8,271.6,0.0007755612047050713,3.572937407952872
78,302.8,302.6,0.0007653386623580935,3.5676549900859222
79,333.0,332.6,0.000754906894816306,3.5730090198436564
80,351.2,351.0,0.0007438631291842301,3.574709401709402
81,364.0,363.8,0.0007726718178121188,3.5680071467839474
82,375.2,374.8,0.0007610654916883637,3.5769882604055496
83,373.2,372.8,0.0007498322743596827,3.6022998927038627
84,364.8,364.6,0.0007776049766718507,3.59194679100384
85,355.8,355.6,0.000767341927562922,3.583369516310461
86,336.8,336.6,0.0007571742257893541,3.6057748068924536
87,310.0,310.0,0.0007478312892611427,3.605373548387097
88,255.2,255.2,0.0007401102764311883,3.5619004702194355
89,231.5,231.5,0.0007334066740007334,3.5741371490280778
90,198.66666666666666,198.66666666666666,0.000731528895391368,3.553734899328859
