relative_time_s,throughput,processed_count,drop_rate,avg_delay_processed
0,272.3333333333333,272.3333333333333,0.0,2.613676866585067
1,303.5,303.0,0.0,2.68333498349835
2,328.4,328.0,0.0,2.700290243902439
3,377.2,376.8,0.0016474464579901153,2.783158174097664
4,390.0,389.2,0.001218026796589525,2.8145549845837614
5,392.8,392.0,0.0009823182711198428,2.8248454081632652
6,356.8,356.2,0.0016597510373443983,2.8360213363279057
7,355.4,354.6,0.001438331535418914,2.870534122955443
8,332.0,331.2,0.001667778519012675,2.86236231884058
9,304.2,303.8,0.0017548990933021352,2.8380737327188945
10,270.6,270.2,0.0016233766233766235,2.8608549222797928
11,264.4,264.2,0.0015263291783261257,2.827694171082513
12,221.6,221.4,0.001451378809869376,2.777941282746161
13,206.2,205.8,0.001388888888888889,2.765326530612245
14,199.4,199.0,0.0015462778882261983,2.7601527638190952
15,199.0,198.6,0.0016924053310767928,2.738399798590131
16,206.4,205.8,0.0016233766233766235,2.714363459669582
17,218.2,217.8,0.0015597582374731916,2.709716253443526
18,235.6,235.4,0.0016816143497757848,2.7033491928632114
19,263.8,263.4,0.001601993592025632,2.722118451025057
20,248.2,247.8,0.0015241320914479255,2.730730427764326
21,320.4,320.2,0.0016007683688170323,2.7865765146783263
22,338.2,338.0,0.0015698587127158557,2.8028366863905325
23,358.8,358.6,0.0014380212827149843,2.8039631901840494
24,373.6,373.4,0.0013681762210972772,2.794021960364221
25,428.2,428.0,0.0012988699831146902,2.792516355140187
26,311.6,311.2,0.0013555144793592113,2.778115681233933
27,240.6,240.2,0.001292445071084479,2.7767593671940047
28,210.8,210.2,0.0014097744360902255,3.085010466222645
29,337.2,336.6,0.0014097744360902255,3.672219845513963
30,302.8,302.0,0.0014852050725465554,3.7840635761589403
31,342.0,341.4,0.0014284256708499133,3.66911072056239
32,385.4,384.8,0.0014962593516209476,3.5703835758835756
33,380.2,379.8,0.0014674232048522795,3.407989468141127
34,197.2,197.0,0.0014369192451384233,2.8275522842639593
35,193.2,193.0,0.001407921907264877,2.8209968911917094
36,215.0,214.6,0.0013905627143784185,2.8064902143522827
37,225.6,225.2,0.001455736511691384,2.8048632326820604
38,242.8,242.4,0.0015048242896344162,2.788921617161716
