relative_time_s,throughput,processed_count,drop_rate,avg_delay_processed
0,237.66666666666666,237.66666666666666,0.0,6.44584572230014
1,178.25,178.25,0.0,6.44584572230014
2,221.0,221.0,0.0,6.4735927601809955
3,183.4,183.4,0.0,6.516839694656489
4,234.2,234.2,0.0,6.516959009393681
5,154.2,154.2,0.0,6.514679636835278
6,215.4,215.4,0.0,6.495482822655525
7,137.0,137.0,0.0,6.479128467153284
8,159.8,159.8,0.0,6.5166833541927405
9,109.0,109.0,0.0,6.516354128440367
10,147.6,147.6,0.0,6.495497289972899
11,125.8,125.8,0.0,6.5043624801271855
12,125.8,125.8,0.0,6.5043624801271855
13,78.0,78.0,0.0,6.44268717948718
14,119.6,119.6,0.0,6.486976588628763
15,134.0,134.0,0.0,6.42074776119403
16,94.6,94.6,0.0,6.409126849894292
17,161.6,161.6,0.0,6.334627475247524
18,161.6,161.6,0.0,6.334627475247524
19,190.6,190.6,0.0,6.31474186778594
20,137.6,137.6,0.0,6.327029069767443
21,215.8,215.8,0.0,6.34390639481001
22,148.8,148.8,0.0,6.395447580645161
23,228.2,228.2,0.0,6.379825591586327
24,157.6,157.6,0.0,6.361988578680203
25,228.0,228.0,0.0,6.37015
26,149.8,149.8,0.0,6.368347129506008
27,204.8,204.8,0.0,6.357137695312501
28,125.4,125.4,0.0,6.361309409888357
29,164.8,164.8,0.0,6.356031553398058
30,94.4,94.4,0.0,6.331877118644067
31,94.4,94.4,0.0,6.331877118644067
32,82.8,82.8,0.0,6.390628019323672
33,97.0,97.0,0.0,6.389228865979381
34,85.4,85.4,0.0,6.413379391100702
35,138.2,138.2,0.0,6.3798133140376265
36,138.2,138.2,0.0,6.3798133140376265
37,94.8,94.8,0.0,6.3535021097046425
38,145.8,145.8,0.0,6.422721536351167
39,196.4,196.4,0.0,6.3934287169042765
40,143.6,143.6,0.0,6.418396935933147
41,143.6,143.6,0.0,6.418396935933147
42,223.8,223.8,0.0,6.4315156389633605
43,158.6,158.6,0.0,6.397485498108449
44,148.2,148.2,0.0,6.485591093117409
45,148.2,148.2,0.0,6.485591093117409
46,213.0,213.0,0.0,6.484628169014085
47,167.8,167.8,0.0,6.481901072705602
48,185.6,185.6,0.0,6.475313577586207
49,132.0,132.0,0.0,6.445939393939395
50,160.0,160.0,0.0,6.449318750000001
51,136.6,136.6,0.0,6.360673499267936
52,101.6,101.6,0.0,6.3458602362204735
53,125.2,125.2,0.0,6.328089456869011
54,110.8,110.8,0.0,6.315503610108305
55,130.8,130.8,0.0,6.206339449541286
56,89.4,89.4,0.0,6.20526845637584
57,154.4,154.4,0.0,6.215183937823834
58,113.0,113.0,0.0,6.17638761061947
59,187.6,187.6,0.0,6.1799008528784665
60,139.6,139.6,0.0,6.205522922636103
61,212.2,212.2,0.0,6.174482563619227
62,147.2,147.2,0.0,6.15048777173913
63,231.0,231.0,0.0,6.163074458874459
64,156.4,156.4,0.0,6.152510230179029
65,218.4,218.4,0.0,6.14156684981685
66,145.8,145.8,0.0,6.154897119341564
67,196.6,196.6,0.0,6.148382502543235
68,112.8,112.8,0.0,6.12104255319149
69,151.6,151.6,0.0,6.1106662269129295
70,89.6,89.6,0.0,6.1083861607142875
71,124.8,124.8,0.0,6.07853685897436
72,74.0,74.0,0.0,6.0434243243243255
73,74.0,74.0,0.0,6.0434243243243255
74,76.2,76.2,0.0,6.315204724409451
75,76.2,76.2,0.0,6.315204724409451
76,97.2,97.2,0.0,6.593934156378602
77,97.2,97.2,0.0,6.593934156378602
78,159.4,159.4,0.0,6.615104140526976
79,118.4,118.4,0.0,6.626005067567568
80,198.2,198.2,0.0,6.608248234106963
81,142.0,142.0,0.0,6.61093661971831
82,218.6,218.6,0.0,6.590541628545289
83,156.4,156.4,0.0,6.567616368286445
84,225.4,225.4,0.0,6.574702750665484
85,182.0,182.0,0.0,6.570756868131869
86,242.66666666666666,242.66666666666666,0.0,6.570756868131869
