relative_time_s,throughput,processed_count,drop_rate,avg_delay_processed
0,337.0,335.6666666666667,0.0,3.386406156901688
1,253.75,251.75,0.004405286343612335,3.386406156901688
2,277.2,275.4,0.003956478733926805,3.231482933914307
3,251.6,249.2,0.007881773399014778,3.188925361155698
4,247.0,244.6,0.006493506493506494,2.9908986099754706
5,135.8,133.6,0.008639308855291577,2.8362619760479046
6,135.0,133.6,0.008288928359976317,2.8362619760479046
7,114.8,113.6,0.008875739644970414,2.958716549295775
8,153.8,153.2,0.008875739644970414,2.9677780678851176
9,94.6,93.6,0.007653061224489796,3.030632478632479
10,107.8,107.0,0.006950880444856348,3.025880373831776
11,134.6,133.2,0.008788159111933395,3.026223723723724
12,80.8,79.2,0.008524001794526694,3.0047878787878792
13,82.6,80.8,0.009310198899703767,2.9818217821782182
14,97.4,96.2,0.00972927241962775,2.9562453222453224
15,115.8,114.4,0.009334889148191364,2.9314405594405595
16,109.4,108.6,0.009437523593808984,2.894572744014733
17,150.6,149.8,0.009259259259259259,2.899395193591456
18,158.6,157.8,0.008934707903780068,2.901922686945501
19,166.8,166.0,0.008662175168431183,2.9152626506024104
20,207.2,206.6,0.008323424494649227,2.9011500484027106
21,187.0,186.2,0.008326155612977318,2.9058002148227713
22,228.8,228.0,0.007544224765868887,2.8856087719298245
23,180.2,178.8,0.007802340702210663,2.868117449664429
24,156.6,155.2,0.007275287491199249,2.856634020618557
25,156.4,155.0,0.008206330597889801,2.9367354838709683
26,211.4,210.0,0.008438818565400843,2.89048
27,129.0,127.0,0.007782101167315175,2.9146708661417327
28,156.8,155.6,0.007547939616483068,2.9333393316195373
29,171.0,170.0,0.008357113738279657,2.9457211764705886
30,143.8,142.8,0.008120419885125768,2.8679257703081236
31,89.0,87.8,0.008006248779535248,2.9354555808656047
32,127.6,127.0,0.007670720299345182,2.89156377952756
33,99.2,98.4,0.008041892650084159,2.8553272357723585
34,135.2,134.0,0.007936507936507936,2.7759791044776128
35,90.6,89.2,0.008115419296663661,2.7450403587443946
36,152.6,151.4,0.008107641883732966,2.7755521796565388
37,113.6,112.2,0.008278716798896172,2.769367201426025
38,162.6,161.4,0.008019639934533552,2.8091623296158614
39,136.8,135.4,0.008344240837696335,2.864035450516987
40,215.8,214.6,0.008021390374331552,2.89072972972973
41,154.0,152.4,0.00833204752353032,2.919879265091864
42,224.6,223.4,0.007852261160389704,2.896751119068935
43,175.8,174.2,0.008284883720930232,2.895857634902411
44,215.6,214.4,0.007878369039391845,2.9178992537313433
45,136.8,135.2,0.008152549398922205,2.9070813609467456
46,136.2,135.2,0.007937557878026195,2.9070813609467456
47,122.8,121.4,0.008199973548472425,3.0226194398682042
48,138.0,136.8,0.008199973548472425,3.017358187134503
49,105.4,104.2,0.008153904956045356,3.0332437619961614
50,105.0,104.2,0.008199823388419326,3.0332437619961614
51,144.2,143.0,0.008162255750680188,3.012415384615385
52,128.6,127.4,0.008162255750680188,2.9266373626373627
53,113.2,112.0,0.008210577155276504,2.9198660714285722
54,126.8,125.8,0.008243052284503062,2.868144674085851
55,127.0,125.8,0.008359825738843753,2.868144674085851
56,146.6,145.6,0.008142201834862386,2.8308557692307694
57,105.0,104.0,0.008255933952528379,2.827319230769231
58,179.6,178.4,0.00809761508596783,2.7835997757847535
59,134.2,133.0,0.008317622269047356,2.7716120300751883
60,206.8,205.4,0.008199339793419231,2.7465365141187927
61,148.2,146.8,0.008199339793419231,2.711629427792916
62,148.0,146.8,0.008098411071245515,2.711629427792916
63,153.0,152.2,0.008200082000820008,3.204672798948752
64,222.0,220.8,0.008301732089781695,3.086406702898551
65,149.6,148.4,0.00797558093737692,3.2746927223719684
66,149.4,148.4,0.007904009141986478,3.2746927223719684
67,202.4,201.4,0.008092925830715034,3.236039721946376
68,136.2,134.8,0.008092925830715034,2.961988130563799
69,94.4,93.0,0.007985885411830254,3.1529978494623663
70,94.2,93.0,0.008120328504198578,3.1529978494623663
71,129.8,128.4,0.008201950241501868,3.1560031152647983
72,89.8,88.6,0.008292327319117915,3.1220767494356667
73,102.6,101.2,0.00824964131994261,3.124262845849803
74,92.0,91.0,0.008201105366375468,3.016334065934067
75,126.4,125.6,0.008370044052863436,3.0151894904458603
76,90.8,90.2,0.008309280153940349,2.956827050997784
77,77.6,77.0,0.008185421333792865,2.981124675324677
78,52.0,51.2,0.008185421333792865,2.9338398437500017
79,56.4,55.6,0.008185421333792865,3.9106582733812965
80,87.4,86.6,0.008527131782945736,5.784136258660509
81,211.2,210.2,0.008450704225352112,4.880841103710753
82,235.6,234.6,0.008220543054056298,4.681010230179028
83,285.0,284.6,0.0078976465013426,4.3951433591004925
84,332.4,332.0,0.007822277847309137,4.018934337349397
85,267.4,266.4,0.007748369773686229,3.5532702702702705
86,143.6,142.8,0.007550272856395306,2.95199299719888
87,172.6,171.6,0.007772795216741405,2.97912703962704
88,122.4,121.6,0.007772795216741405,2.9483996710526323
89,95.8,95.0,0.007693998681028797,3.0208631578947376
90,119.0,118.75,0.007693998681028797,3.0208631578947376
91,158.66666666666666,158.33333333333334,0.007577944572748268,3.0208631578947376
