task_id,window_end,trigger_ts,count_actual,count_expected,loss_network,lag_system,current_wm
2,1765430970000,1765430973443.0,64,196,132,3443.0,1765430970062
2,1765430972000,1765430975438.0,124,379,255,3438.0,1765430972031
2,1765430974000,1765430977368.0,147,439,292,3368.0,1765430974076
2,1765430976000,1765430979253.0,123,382,259,3253.0,1765430976071
2,1765430978000,1765430981266.0,101,307,206,3266.0,1765430978102
2,1765430980000,1765430983358.0,92,274,182,3358.0,1765430980088
2,1765430982000,1765430985264.0,67,205,138,3264.0,1765430982075
2,1765430984000,1765430987100.0,68,205,137,3100.0,1765430984007
2,1765430986000,1765430989753.0,68,205,137,3753.0,1765430986064
2,1765430988000,1765430991695.0,78,235,157,3695.0,1765430988069
2,1765430990000,1765430993675.0,102,313,211,3675.0,1765430990022
2,1765430992000,1765430995572.0,122,373,251,3572.0,1765430992001
2,1765430994000,1765430997602.0,119,367,248,3602.0,1765430994054
2,1765430996000,1765430999584.0,142,430,288,3584.0,1765430996055
2,1765430998000,1765431001596.0,120,364,244,3596.0,1765430998061
2,1765431000000,1765431003391.0,95,286,191,3391.0,1765430999999
2,1765431002000,1765431005391.0,72,214,142,3391.0,1765431002001
2,1765431004000,1765431007414.0,75,232,157,3414.0,1765431004050
2,1765431006000,1765431009309.0,65,205,140,3309.0,1765431006043
2,1765431008000,1765431011252.0,84,253,169,3252.0,1765431008041
2,1765431010000,1765431013262.0,105,319,214,3262.0,1765431010032
2,1765431012000,1765431015264.0,122,370,248,3264.0,1765431012029
2,1765431014000,1765431017247.0,134,409,275,3247.0,1765431014049
2,1765431016000,1765431019180.0,122,367,245,3180.0,1765431016031
2,1765431018000,1765431021162.0,107,328,221,3162.0,1765431018025
2,1765431020000,1765431023865.0,97,298,201,3865.0,1765431020048
2,1765431022000,1765431025749.0,77,232,155,3749.0,1765431022075
2,1765431024000,1765431027644.0,65,196,131,3644.0,1765431024000
2,1765431026000,1765431029743.0,71,217,146,3743.0,1765431026049
2,1765431028000,1765431031589.0,73,226,153,3589.0,1765431028006
2,1765431030000,1765431033470.0,97,298,201,3470.0,1765431029999
2,1765431032000,1765431035481.0,124,373,249,3481.0,1765431032033
2,1765431034000,1765431037484.0,122,373,251,3484.0,1765431034016
2,1765431036000,1765431039384.0,132,400,268,3384.0,1765431036050
2,1765431038000,1765431041485.0,117,349,232,3485.0,1765431038117
2,1765431040000,1765431043410.0,91,280,189,3410.0,1765431040138
2,1765431042000,1765431045416.0,69,214,145,3416.0,1765431042031
2,1765431044000,1765431047304.0,58,178,120,3304.0,1765431044075
2,1765431046000,1765431049328.0,67,205,138,3328.0,1765431046013
2,1765431048000,1765431051219.0,86,268,182,3219.0,1765431048039
2,1765431050000,1765431053158.0,102,310,208,3158.0,1765431050101
2,1765431052000,1765431055733.0,118,358,240,3733.0,1765431052018
2,1765431054000,1765431057744.0,128,394,266,3744.0,1765431054052
2,1765431056000,1765431059850.0,123,382,259,3850.0,1765431056004
2,1765431058000,1765431061722.0,118,355,237,3722.0,1765431058004
2,1765431060000,1765431063555.0,90,271,181,3555.0,1765431060080
2,1765431062000,1765431065729.0,69,208,139,3729.0,1765431062186
2,1765431064000,1765431067437.0,62,184,122,3437.0,1765431064011
2,1765431066000,1765431069450.0,69,208,139,3450.0,1765431066012
2,1765431068000,1765431071452.0,88,271,183,3452.0,1765431068055
2,1765431070000,1765431073392.0,103,316,213,3392.0,1765431070044
2,1765431072000,1765431075383.0,108,337,229,3383.0,1765431072004
2,1765431074000,1765431077208.0,137,412,275,3208.0,1765431074018
2,1765431076000,1765431079214.0,123,373,250,3214.0,1765431076002
2,1765431078000,1765431081392.0,109,331,222,3392.0,1765431078195
2,1765431080000,1765431083290.0,106,316,210,3290.0,1765431080000
2,1765431082000,1765431085199.0,81,244,163,3199.0,1765431082017
2,1765431084000,1765431087136.0,69,205,136,3136.0,1765431084015
2,1765431086000,1765431089769.0,74,220,146,3769.0,1765431086105
2,1765431088000,1765431091705.0,83,253,170,3705.0,1765431088010
2,1765431090000,1765431093710.0,94,289,195,3710.0,1765431090025
2,1765431092000,1765431095611.0,123,376,253,3611.0,1765431092064
2,1765431094000,1765431097534.0,134,406,272,3534.0,1765431094009
2,1765431096000,1765431099507.0,137,421,284,3507.0,1765431096015
2,1765431098000,1765431113564.0,125,376,251,15564.0,9223372036854775807
2,1765431100000,1765431113640.0,89,268,179,13640.0,9223372036854775807
2,1765431102000,1765431113646.0,4,10,6,11646.0,9223372036854775807
