task_id,window_end,trigger_ts,count_actual,count_expected,loss_network,lag_system,current_wm
2,1765433224000,1765433226414.0,2,4,2,2414.0,1765433224149
2,1765433225000,1765433226600.0,49,148,99,1600.0,1765433225026
2,1765433226000,1765433227711.0,103,319,216,1711.0,1765433226015
2,1765433227000,1765433228653.0,119,361,242,1653.0,1765433227014
2,1765433228000,1765433229727.0,131,400,269,1727.0,1765433228006
2,1765433229000,1765433230744.0,144,436,292,1744.0,1765433229051
2,1765433230000,1765433231808.0,132,409,277,1808.0,1765433230141
2,1765433231000,1765433232818.0,121,385,264,1818.0,1765433231108
2,1765433232000,1765433233714.0,122,379,257,1714.0,1765433232002
2,1765433233000,1765433234897.0,111,334,223,1897.0,1765433233166
2,1765433234000,1765433235817.0,104,313,209,1817.0,1765433234036
2,1765433235000,1765433236817.0,92,277,185,1817.0,1765433234999
2,1765433236000,1765433237731.0,79,235,156,1731.0,1765433236023
2,1765433237000,1765433238766.0,68,208,140,1766.0,1765433237088
2,1765433238000,1765433239762.0,61,190,129,1762.0,1765433238002
2,1765433239000,1765433240703.0,68,211,143,1703.0,1765433239045
2,1765433240000,1765433241819.0,68,205,137,1819.0,1765433240105
2,1765433241000,1765433242754.0,66,202,136,1754.0,1765433241111
2,1765433242000,1765433243698.0,67,202,135,1698.0,1765433242028
2,1765433243000,1765433244668.0,73,223,150,1668.0,1765433243045
2,1765433244000,1765433245649.0,88,274,186,1649.0,1765433244005
2,1765433245000,1765433246729.0,96,298,202,1729.0,1765433245082
2,1765433246000,1765433247766.0,112,346,234,1766.0,1765433246029
2,1765433247000,1765433248794.0,123,370,247,1794.0,1765433247041
2,1765433248000,1765433249692.0,111,346,235,1692.0,1765433248033
2,1765433249000,1765433250668.0,115,364,249,1668.0,1765433249009
2,1765433250000,1765433251699.0,130,400,270,1699.0,1765433250029
2,1765433251000,1765433252621.0,139,427,288,1621.0,1765433250999
2,1765433252000,1765433253693.0,132,403,271,1693.0,1765433251999
2,1765433253000,1765433256429.0,125,379,254,3429.0,1765433253174
2,1765433254000,1765433256632.0,115,349,234,2632.0,1765433254025
2,1765433255000,1765433256872.0,99,307,208,1872.0,1765433255007
2,1765433256000,1765433257720.0,92,277,185,1720.0,1765433256104
2,1765433257000,1765433258743.0,75,223,148,1743.0,1765433257089
2,1765433258000,1765433259756.0,65,196,131,1756.0,1765433258015
2,1765433259000,1765433260771.0,71,220,149,1771.0,1765433259061
2,1765433260000,1765433261718.0,70,223,153,1718.0,1765433260046
2,1765433261000,1765433262836.0,66,208,142,1836.0,1765433261070
2,1765433262000,1765433263835.0,69,214,145,1835.0,1765433262084
2,1765433263000,1765433264701.0,79,238,159,1701.0,1765433263013
2,1765433264000,1765433265782.0,90,274,184,1782.0,1765433264016
2,1765433265000,1765433266716.0,102,310,208,1716.0,1765433265085
2,1765433266000,1765433267741.0,110,331,221,1741.0,1765433266023
2,1765433267000,1765433268754.0,117,352,235,1754.0,1765433267002
2,1765433268000,1765433269780.0,132,400,268,1780.0,1765433268065
2,1765433269000,1765433270685.0,133,412,279,1685.0,1765433269023
2,1765433270000,1765433271728.0,135,412,277,1728.0,1765433270083
2,1765433271000,1765433272726.0,125,376,251,1726.0,1765433271040
2,1765433272000,1765433273672.0,110,337,227,1672.0,1765433272001
2,1765433273000,1765433274721.0,110,337,227,1721.0,1765433273003
2,1765433274000,1765433275823.0,104,331,227,1823.0,1765433274085
2,1765433275000,1765433276736.0,97,301,204,1736.0,1765433275111
2,1765433276000,1765433277760.0,86,262,176,1760.0,1765433276058
2,1765433277000,1765433278892.0,79,238,159,1892.0,1765433277172
2,1765433278000,1765433279724.0,72,220,148,1724.0,1765433278049
2,1765433279000,1765433280744.0,66,202,136,1744.0,1765433279046
2,1765433280000,1765433281677.0,68,205,137,1677.0,1765433280004
2,1765433281000,1765433282760.0,70,214,144,1760.0,1765433281086
2,1765433282000,1765433283704.0,65,205,140,1704.0,1765433282016
2,1765433283000,1765433284744.0,72,223,151,1744.0,1765433283035
2,1765433284000,1765433285733.0,78,250,172,1733.0,1765433284076
2,1765433285000,1765433286675.0,95,295,200,1675.0,1765433285012
2,1765433286000,1765433287801.0,109,325,216,1801.0,1765433286024
2,1765433287000,1765433288699.0,116,346,230,1699.0,1765433287016
2,1765433288000,1765433289758.0,126,382,256,1758.0,1765433288093
2,1765433289000,1765433290690.0,122,376,254,1690.0,1765433289037
2,1765433290000,1765433291681.0,118,370,252,1681.0,1765433290008
2,1765433291000,1765433292726.0,131,400,269,1726.0,1765433291074
2,1765433292000,1765433293827.0,139,418,279,1827.0,1765433292113
2,1765433293000,1765433294774.0,120,361,241,1774.0,1765433293073
2,1765433294000,1765433295793.0,101,307,206,1793.0,1765433294124
2,1765433295000,1765433296832.0,93,286,193,1832.0,1765433295106
2,1765433296000,1765433297634.0,82,259,177,1634.0,1765433295999
2,1765433297000,1765433298863.0,71,223,152,1863.0,1765433297044
2,1765433298000,1765433299880.0,62,196,134,1880.0,1765433298080
2,1765433299000,1765433300711.0,60,187,127,1711.0,1765433299023
2,1765433300000,1765433301813.0,61,184,123,1813.0,1765433300037
2,1765433301000,1765433302663.0,65,196,131,1663.0,1765433301002
2,1765433302000,1765433303696.0,66,205,139,1696.0,1765433302028
2,1765433303000,1765433304797.0,78,247,169,1797.0,1765433303124
2,1765433304000,1765433305715.0,93,292,199,1715.0,1765433304042
2,1765433305000,1765433306665.0,103,319,216,1665.0,1765433305044
2,1765433306000,1765433307668.0,106,325,219,1668.0,1765433306007
2,1765433307000,1765433308716.0,116,355,239,1716.0,1765433307029
2,1765433308000,1765433309635.0,134,406,272,1635.0,1765433308017
2,1765433309000,1765433310743.0,129,394,265,1743.0,1765433309050
