task_id,window_end,trigger_ts,count_actual,count_expected,loss_network,lag_system,current_wm
0,1765430294000,1765430295202,90,289,199,1202,1765430294014
0,1765430294000,1765430295208,94,292,198,1208,1765430294014
0,1765430296000,1765430297192,131,403,272,1192,1765430296048
0,1765430296000,1765430297201,131,400,269,1201,1765430296048
0,1765430298000,1765430299190,133,412,279,1190,1765430298041
0,1765430298000,1765430299198,128,412,284,1198,1765430298041
0,1765430300000,1765430301192,123,379,256,1192,1765430300100
0,1765430300000,1765430301198,125,379,254,1198,1765430300100
0,1765430302000,1765430303077,100,313,213,1077,1765430302084
0,1765430302000,1765430303083,102,313,211,1083,1765430302084
0,1765430304000,1765430305114,79,241,162,1114,1765430304062
0,1765430304000,1765430305120,78,241,163,1120,1765430304062
0,1765430306000,1765430307009,64,196,132,1009,1765430306087
0,1765430306000,1765430307014,64,196,132,1014,1765430306087
0,1765430308000,1765430308902,64,196,132,902,1765430308003
0,1765430308000,1765430308908,64,199,135,908,1765430308003
0,1765430310000,1765430310859,68,211,143,859,1765430310009
0,1765430310000,1765430310865,69,211,142,865,1765430310009
0,1765430312000,1765430312847,82,259,177,847,1765430312013
0,1765430312000,1765430312855,84,259,175,855,1765430312013
0,1765430314000,1765430314775,108,334,226,775,1765430314013
0,1765430314000,1765430314781,107,334,227,781,1765430314013
0,1765430316000,1765430316748,118,367,249,748,1765430316007
0,1765430316000,1765430316756,121,367,246,756,1765430316007
0,1765430318000,1765430318753,127,385,258,753,1765430318067
0,1765430318000,1765430318763,126,388,262,763,1765430318067
0,1765430320000,1765430320685,131,409,278,685,1765430320072
0,1765430320000,1765430320692,130,409,279,692,1765430320072
0,1765430322000,1765430322800,120,367,247,800,1765430322209
0,1765430322000,1765430322805,118,364,246,805,1765430322209
0,1765430324000,1765430324479,90,271,181,479,1765430324044
0,1765430324000,1765430324485,85,271,186,485,1765430324044
0,1765430326000,1765430327204,67,202,135,1204,1765430326024
0,1765430326000,1765430327210,67,199,132,1210,1765430326024
0,1765430328000,1765430329240,71,223,152,1240,1765430328053
0,1765430328000,1765430329246,74,220,146,1246,1765430328053
0,1765430330000,1765430331164,70,220,150,1164,1765430330009
0,1765430330000,1765430331170,69,220,151,1170,1765430330009
0,1765430332000,1765430333074,84,265,181,1074,1765430332008
0,1765430332000,1765430333079,85,262,177,1079,1765430332008
0,1765430334000,1765430335172,108,328,220,1172,1765430334128
0,1765430334000,1765430335179,106,325,219,1179,1765430334128
0,1765430336000,1765430337070,125,394,269,1070,1765430336098
0,1765430336000,1765430337076,127,394,267,1076,1765430336098
0,1765430338000,1765430338947,126,397,271,947,1765430338036
0,1765430338000,1765430338956,127,397,270,956,1765430338036
0,1765430340000,1765430340860,114,364,250,860,1765430340026
0,1765430340000,1765430340866,115,361,246,866,1765430340026
0,1765430342000,1765430342941,108,331,223,941,1765430342008
0,1765430342000,1765430342947,109,331,222,947,1765430342008
0,1765430344000,1765430345008,87,265,178,1008,1765430344095
0,1765430344000,1765430345013,86,268,182,1013,1765430344095
0,1765430346000,1765430346820,69,217,148,820,1765430346076
0,1765430346000,1765430346825,71,220,149,825,1765430346076
0,1765430348000,1765430348820,67,202,135,820,1765430348076
0,1765430348000,1765430348828,67,202,135,828,1765430348076
0,1765430350000,1765430350604,67,214,147,604,1765430350000
0,1765430350000,1765430350609,71,214,143,609,1765430350000
0,1765430352000,1765430352608,78,238,160,608,1765430352037
0,1765430352000,1765430352613,78,238,160,613,1765430352037
0,1765430354000,1765430354547,105,319,214,547,1765430354012
0,1765430354000,1765430354552,102,319,217,552,1765430354012
0,1765430356000,1765430356513,123,373,250,513,1765430356012
0,1765430356000,1765430356518,120,373,253,518,1765430356012
0,1765430358000,1765430359210,120,379,259,1210,1765430358059
0,1765430358000,1765430359216,125,379,254,1216,1765430358059
0,1765430360000,1765430361216,132,415,283,1216,1765430360045
0,1765430360000,1765430361221,134,415,281,1221,1765430360045
0,1765430362000,1765430363268,103,316,213,1268,1765430362060
0,1765430362000,1765430363277,101,316,215,1277,1765430362060
0,1765430364000,1765430365390,84,259,175,1390,1765430364095
0,1765430364000,1765430365395,83,259,176,1395,1765430364095
0,1765430366000,1765430367284,68,205,137,1284,1765430366069
0,1765430366000,1765430367292,67,205,138,1292,1765430366069
0,1765430368000,1765430369184,53,175,122,1184,1765430368031
0,1765430368000,1765430369190,57,172,115,1190,1765430368031
0,1765430370000,1765430371177,67,208,141,1177,1765430370064
0,1765430370000,1765430371186,66,208,142,1186,1765430370064
0,1765430372000,1765430372971,95,295,200,971,1765430372036
0,1765430372000,1765430372977,92,295,203,977,1765430372036
0,1765430374000,1765430374978,101,316,215,978,1765430374049
0,1765430374000,1765430374985,101,319,218,985,1765430374049
0,1765430376000,1765430376886,126,391,265,886,1765430376010
0,1765430376000,1765430376891,129,394,265,891,1765430376010
0,1765430378000,1765430378871,127,394,267,871,1765430378021
0,1765430378000,1765430378877,125,394,269,877,1765430378021
0,1765430380000,1765430380778,113,352,239,778,1765430380016
0,1765430380000,1765430380785,111,346,235,785,1765430380016
0,1765430382000,1765430382737,105,334,229,737,1765430382061
0,1765430382000,1765430382743,108,337,229,743,1765430382061
0,1765430384000,1765430384847,83,256,173,847,1765430384162
0,1765430384000,1765430384852,85,259,174,852,1765430384162
0,1765430386000,1765430386776,71,220,149,776,1765430386048
0,1765430386000,1765430386781,74,223,149,781,1765430386048
0,1765430388000,1765430388569,60,190,130,569,1765430388043
0,1765430388000,1765430388574,61,187,126,574,1765430388043
0,1765430390000,1765430390591,62,196,134,591,1765430390119
0,1765430390000,1765430390596,67,199,132,596,1765430390119
0,1765430392000,1765430393120,94,292,198,1120,1765430392011
0,1765430392000,1765430393125,93,292,199,1125,1765430392011
0,1765430394000,1765430395236,107,322,215,1236,1765430394036
0,1765430394000,1765430395242,105,322,217,1242,1765430394036
0,1765430396000,1765430397193,114,352,238,1193,1765430396022
0,1765430396000,1765430397198,115,358,243,1198,1765430396022
0,1765430398000,1765430399163,135,403,268,1163,1765430398032
0,1765430398000,1765430399171,133,406,273,1171,1765430398032
0,1765430400000,1765430401148,122,376,254,1148,1765430400029
0,1765430400000,1765430401153,122,379,257,1153,1765430400029
0,1765430402000,1765430403066,106,322,216,1066,1765430402028
0,1765430402000,1765430403074,102,319,217,1074,1765430402028
0,1765430404000,1765430405026,95,292,197,1026,1765430404056
0,1765430404000,1765430405031,96,292,196,1031,1765430404056
0,1765430406000,1765430406998,78,235,157,998,1765430406066
0,1765430406000,1765430407003,76,235,159,1003,1765430406066
0,1765430408000,1765430408983,66,205,139,983,1765430408086
0,1765430408000,1765430408992,66,202,136,992,1765430408086
0,1765430410000,1765430410926,74,226,152,926,1765430410047
0,1765430410000,1765430410931,72,229,157,931,1765430410047
0,1765430412000,1765430412802,83,256,173,802,1765430411999
0,1765430412000,1765430412810,79,253,174,810,1765430411999
0,1765430414000,1765430414767,101,301,200,767,1765430414051
0,1765430414000,1765430414772,95,298,203,772,1765430414051
0,1765430416000,1765430416723,129,391,262,723,1765430416006
