task_id,window_end,trigger_ts,count_actual,count_expected,loss_network,lag_system,current_wm
0,1765433224000,1765433225862.0,2,4,2,1862.0,1765433224061
0,1765433224000,1765433225872.0,3,7,4,1872.0,1765433224061
0,1765433225000,1765433226672.0,49,148,99,1672.0,1765433225026
0,1765433225000,1765433226679.0,45,145,100,1679.0,1765433225026
0,1765433226000,1765433227728.0,105,316,211,1728.0,1765433226015
0,1765433226000,1765433227737.0,102,319,217,1737.0,1765433226015
0,1765433227000,1765433228681.0,119,364,245,1681.0,1765433227014
0,1765433227000,1765433228687.0,119,364,245,1687.0,1765433227014
0,1765433228000,1765433229818.0,131,403,272,1818.0,1765433228006
0,1765433228000,1765433229827.0,133,397,264,1827.0,1765433228006
0,1765433229000,1765433230684.0,138,436,298,1684.0,1765433229021
0,1765433229000,1765433230690.0,146,439,293,1690.0,1765433229021
0,1765433230000,1765433231779.0,132,409,277,1779.0,1765433230141
0,1765433230000,1765433231784.0,130,406,276,1784.0,1765433230141
0,1765433231000,1765433232797.0,126,385,259,1797.0,1765433231108
0,1765433231000,1765433232802.0,125,385,260,1802.0,1765433231108
0,1765433232000,1765433233633.0,124,379,255,1633.0,1765433232002
0,1765433232000,1765433233639.0,125,379,254,1639.0,1765433232002
0,1765433233000,1765433234816.0,107,328,221,1816.0,1765433233053
0,1765433233000,1765433234825.0,109,331,222,1825.0,1765433233053
0,1765433234000,1765433235811.0,101,313,212,1811.0,1765433234093
0,1765433234000,1765433235817.0,104,313,209,1817.0,1765433234093
0,1765433235000,1765433236759.0,91,280,189,1759.0,1765433234999
0,1765433235000,1765433236764.0,94,280,186,1764.0,1765433234999
0,1765433236000,1765433237675.0,78,238,160,1675.0,1765433236023
0,1765433236000,1765433237681.0,78,238,160,1681.0,1765433236023
0,1765433237000,1765433238710.0,68,205,137,1710.0,1765433237088
0,1765433237000,1765433238716.0,67,205,138,1716.0,1765433237088
0,1765433238000,1765433239637.0,64,190,126,1637.0,1765433238002
0,1765433238000,1765433239643.0,61,187,126,1643.0,1765433238002
0,1765433239000,1765433240611.0,68,211,143,1611.0,1765433239045
0,1765433239000,1765433240618.0,70,211,141,1618.0,1765433239045
0,1765433240000,1765433241721.0,64,199,135,1721.0,1765433240105
0,1765433240000,1765433241729.0,67,205,138,1729.0,1765433240105
0,1765433241000,1765433242683.0,68,202,134,1683.0,1765433241111
0,1765433241000,1765433242689.0,67,205,138,1689.0,1765433241111
0,1765433242000,1765433243695.0,67,202,135,1695.0,1765433242028
0,1765433242000,1765433243704.0,67,202,135,1704.0,1765433242028
0,1765433243000,1765433244630.0,73,223,150,1630.0,1765433243045
0,1765433243000,1765433244635.0,76,226,150,1635.0,1765433243045
0,1765433244000,1765433245698.0,88,274,186,1698.0,1765433244005
0,1765433244000,1765433245708.0,90,274,184,1708.0,1765433244005
0,1765433245000,1765433246773.0,96,298,202,1773.0,1765433245082
0,1765433245000,1765433246782.0,95,295,200,1782.0,1765433245082
0,1765433246000,1765433247824.0,114,349,235,1824.0,1765433246029
0,1765433246000,1765433247830.0,115,349,234,1830.0,1765433246029
0,1765433247000,1765433248880.0,124,373,249,1880.0,1765433247041
0,1765433247000,1765433248886.0,118,370,252,1886.0,1765433247041
0,1765433248000,1765433249702.0,115,352,237,1702.0,1765433248033
0,1765433248000,1765433249707.0,116,349,233,1707.0,1765433248033
0,1765433249000,1765433250774.0,120,364,244,1774.0,1765433249009
0,1765433249000,1765433250786.0,120,364,244,1786.0,1765433249009
0,1765433250000,1765433251799.0,130,400,270,1799.0,1765433250029
0,1765433250000,1765433251809.0,130,403,273,1809.0,1765433250029
0,1765433251000,1765433252718.0,139,424,285,1718.0,1765433250999
0,1765433251000,1765433252732.0,137,424,287,1732.0,1765433250999
0,1765433252000,1765433253753.0,131,406,275,1753.0,1765433251999
0,1765433252000,1765433253765.0,133,406,273,1765.0,1765433251999
0,1765433253000,1765433257206.0,123,379,256,4206.0,1765433253022
0,1765433253000,1765433257213.0,126,379,253,4213.0,1765433253022
0,1765433254000,1765433257353.0,115,346,231,3353.0,1765433254187
0,1765433254000,1765433257358.0,112,346,234,3358.0,1765433254187
0,1765433255000,1765433257473.0,101,307,206,2473.0,1765433255007
0,1765433255000,1765433257478.0,97,310,213,2478.0,1765433255007
0,1765433256000,1765433257763.0,92,277,185,1763.0,1765433256104
0,1765433256000,1765433257768.0,90,280,190,1768.0,1765433256104
0,1765433257000,1765433258793.0,73,220,147,1793.0,1765433257089
0,1765433257000,1765433258799.0,75,223,148,1799.0,1765433257089
0,1765433258000,1765433259786.0,66,196,130,1786.0,1765433258015
0,1765433258000,1765433259791.0,66,199,133,1791.0,1765433258015
0,1765433259000,1765433260795.0,74,220,146,1795.0,1765433259061
0,1765433259000,1765433260800.0,72,217,145,1800.0,1765433259061
0,1765433260000,1765433261734.0,71,220,149,1734.0,1765433260046
0,1765433260000,1765433261746.0,74,220,146,1746.0,1765433260046
0,1765433261000,1765433262834.0,66,208,142,1834.0,1765433261067
0,1765433261000,1765433262842.0,67,208,141,1842.0,1765433261067
0,1765433262000,1765433263839.0,69,217,148,1839.0,1765433262084
0,1765433262000,1765433263848.0,68,214,146,1848.0,1765433262084
0,1765433263000,1765433264734.0,79,244,165,1734.0,1765433263013
0,1765433263000,1765433264743.0,78,247,169,1743.0,1765433263013
0,1765433264000,1765433265774.0,89,277,188,1774.0,1765433264016
0,1765433264000,1765433265783.0,91,274,183,1783.0,1765433264016
0,1765433265000,1765433266698.0,98,307,209,1698.0,1765433265085
0,1765433265000,1765433266706.0,101,310,209,1706.0,1765433265085
0,1765433266000,1765433267744.0,108,331,223,1744.0,1765433266028
0,1765433266000,1765433267750.0,108,328,220,1750.0,1765433266028
0,1765433267000,1765433269085.0,118,355,237,2085.0,1765433267060
0,1765433267000,1765433269090.0,113,352,239,2090.0,1765433267060
0,1765433268000,1765433269751.0,131,400,269,1751.0,1765433268065
0,1765433268000,1765433269759.0,126,400,274,1759.0,1765433268065
0,1765433269000,1765433270604.0,132,412,280,1604.0,1765433269023
0,1765433269000,1765433270610.0,134,415,281,1610.0,1765433269023
0,1765433270000,1765433271678.0,131,409,278,1678.0,1765433270083
0,1765433270000,1765433271683.0,135,412,277,1683.0,1765433270083
0,1765433271000,1765433272621.0,123,376,253,1621.0,1765433271003
0,1765433271000,1765433272626.0,122,376,254,1626.0,1765433271003
0,1765433272000,1765433273615.0,110,340,230,1615.0,1765433272001
0,1765433272000,1765433273620.0,110,340,230,1620.0,1765433272001
0,1765433273000,1765433274655.0,108,334,226,1655.0,1765433273003
0,1765433273000,1765433274660.0,110,337,227,1660.0,1765433273003
0,1765433274000,1765433275797.0,107,328,221,1797.0,1765433274085
0,1765433274000,1765433275803.0,109,331,222,1803.0,1765433274085
0,1765433275000,1765433276723.0,96,298,202,1723.0,1765433275111
0,1765433275000,1765433276729.0,99,301,202,1729.0,1765433275111
0,1765433276000,1765433277776.0,87,262,175,1776.0,1765433276058
0,1765433276000,1765433277782.0,86,265,179,1782.0,1765433276058
0,1765433277000,1765433278920.0,81,241,160,1920.0,1765433277172
0,1765433277000,1765433278925.0,81,241,160,1925.0,1765433277172
0,1765433278000,1765433279764.0,71,220,149,1764.0,1765433278049
0,1765433278000,1765433279769.0,72,220,148,1769.0,1765433278049
0,1765433279000,1765433280803.0,65,202,137,1803.0,1765433279061
0,1765433279000,1765433280809.0,64,199,135,1809.0,1765433279061
0,1765433280000,1765433281735.0,67,202,135,1735.0,1765433280004
0,1765433280000,1765433281740.0,68,202,134,1740.0,1765433280004
0,1765433281000,1765433282764.0,71,214,143,1764.0,1765433281086
0,1765433281000,1765433282770.0,71,217,146,1770.0,1765433281086
0,1765433282000,1765433283777.0,69,208,139,1777.0,1765433282016
0,1765433282000,1765433283783.0,68,208,140,1783.0,1765433282016
0,1765433283000,1765433284827.0,73,220,147,1827.0,1765433283034
0,1765433283000,1765433284833.0,72,220,148,1833.0,1765433283034
0,1765433284000,1765433285754.0,81,247,166,1754.0,1765433284076
0,1765433284000,1765433285760.0,81,247,166,1760.0,1765433284076
0,1765433285000,1765433286756.0,98,298,200,1756.0,1765433285012
0,1765433285000,1765433286761.0,97,295,198,1761.0,1765433285012
0,1765433286000,1765433287899.0,107,325,218,1899.0,1765433286024
0,1765433286000,1765433287905.0,109,328,219,1905.0,1765433286024
0,1765433287000,1765433288712.0,113,346,233,1712.0,1765433287016
0,1765433287000,1765433288717.0,112,349,237,1717.0,1765433287016
