task_id,window_end,trigger_ts,count_actual,count_expected,loss_network,lag_system,current_wm
2,1765432754000,1765432755175,12,43,31,1175,1765432754103
2,1765432755000,1765432755323,49,181,132,323,1765432755045
2,1765432756000,1765432756704,99,349,250,704,1765432756007
2,1765432757000,1765432757306,110,382,272,306,1765432757128
2,1765432758000,1765432758278,117,403,286,278,1765432758085
2,1765432759000,1765432759180,129,433,304,180,1765432759036
2,1765432760000,1765432760236,114,388,274,236,1765432760017
2,1765432761000,1765432761145,102,376,274,145,1765432761018
2,1765432762000,1765432762243,105,361,256,243,1765432762062
2,1765432763000,1765432763162,89,304,215,162,1765432763078
2,1765432764000,1765432764057,84,283,199,57,1765432764057
2,1765432765000,1765432765043,82,265,183,43,1765432765015
2,1765432766000,1765432766064,70,235,165,64,1765432766087
2,1765432767000,1765432767150,61,202,141,150,1765432767047
2,1765432768000,1765432768649,54,193,139,649,1765432768097
2,1765432769000,1765432769715,63,202,139,715,1765432769148
2,1765432770000,1765432770569,58,199,141,569,1765432770061
2,1765432771000,1765432771557,66,202,136,557,1765432771116
2,1765432772000,1765432774651,63,208,145,2651,1765432772006
2,1765432773000,1765432774910,68,229,161,1910,1765432773050
2,1765432774000,1765432775282,81,268,187,1282,1765432774050
2,1765432775000,1765432775568,89,313,224,568,1765432775017
2,1765432776000,1765432776475,106,367,261,475,1765432776054
2,1765432777000,1765432777411,109,376,267,411,1765432777006
2,1765432778000,1765432778447,94,343,249,447,1765432778007
2,1765432779000,1765432779415,100,367,267,415,1765432779023
2,1765432780000,1765432780439,110,406,296,439,1765432780060
2,1765432781000,1765432781448,121,424,303,448,1765432781040
2,1765432782000,1765432782369,110,400,290,369,1765432782039
2,1765432783000,1765432783448,106,364,258,448,1765432783035
2,1765432784000,1765432784395,93,313,220,395,1765432784041
2,1765432785000,1765432785469,81,280,199,469,1765432785136
2,1765432786000,1765432786390,85,280,195,390,1765432786046
2,1765432787000,1765432787372,66,211,145,372,1765432787035
2,1765432788000,1765432788294,52,190,138,294,1765432788037
2,1765432789000,1765432789395,72,235,163,395,1765432789130
2,1765432790000,1765432790413,60,214,154,413,1765432790122
2,1765432791000,1765432791228,47,199,152,228,1765432791052
2,1765432792000,1765432792237,61,202,141,237,1765432792036
2,1765432793000,1765432793237,75,256,181,237,1765432793099
2,1765432794000,1765432794145,85,289,204,145,1765432794029
2,1765432795000,1765432795260,85,304,219,260,1765432795112
2,1765432796000,1765432796142,93,322,229,142,1765432796008
2,1765432797000,1765432797178,106,364,258,178,1765432797037
2,1765432798000,1765432798191,115,394,279,191,1765432798017
2,1765432799000,1765432799101,113,397,284,101,1765432799000
2,1765432800000,1765432800207,111,400,289,207,1765432800039
2,1765432801000,1765432801496,101,361,260,496,1765432801000
2,1765432802000,1765432802554,96,325,229,554,1765432802034
2,1765432803000,1765432803567,93,325,232,567,1765432803106
2,1765432804000,1765432804544,88,313,225,544,1765432804017
2,1765432805000,1765432805463,81,289,208,463,1765432805038
2,1765432806000,1765432806579,79,256,177,579,1765432806011
2,1765432807000,1765432807794,71,232,161,794,1765432807095
2,1765432808000,1765432808586,65,208,143,586,1765432808034
2,1765432809000,1765432809411,55,193,138,411,1765432809014
2,1765432810000,1765432810402,59,202,143,402,1765432810060
2,1765432811000,1765432811418,60,205,145,418,1765432811019
2,1765432812000,1765432812924,64,211,147,924,1765432812107
2,1765432813000,1765432814392,68,229,161,1392,1765432813185
2,1765432814000,1765432814683,80,262,182,683,1765432814222
2,1765432815000,1765432815262,81,295,214,262,1765432815024
2,1765432816000,1765432816370,100,334,234,370,1765432816006
2,1765432817000,1765432817274,105,367,262,274,1765432817019
2,1765432818000,1765432818387,110,379,269,387,1765432818048
2,1765432819000,1765432819632,100,367,267,632,1765432819031
2,1765432820000,1765432820212,101,361,260,212,1765432820018
2,1765432821000,1765432821207,116,385,269,207,1765432821023
2,1765432822000,1765432822280,120,397,277,280,1765432822160
2,1765432823000,1765432823215,107,349,242,215,1765432823012
2,1765432824000,1765432824147,85,295,210,147,1765432824036
2,1765432825000,1765432825355,77,277,200,355,1765432825172
2,1765432826000,1765432826252,76,253,177,252,1765432826103
2,1765432827000,1765432827241,59,205,146,241,1765432827102
2,1765432828000,1765432828198,51,187,136,198,1765432828124
2,1765432829000,1765432829168,53,178,125,168,1765432829017
2,1765432830000,1765432830270,56,190,134,270,1765432830017
2,1765432831000,1765432832133,59,202,143,1133,1765432831073
2,1765432832000,1765432832339,56,205,149,339,1765432832038
2,1765432833000,1765432833225,74,262,188,225,1765432833069
2,1765432834000,1765432834722,90,304,214,722,1765432834095
2,1765432835000,1765432835537,92,310,218,537,1765432835024
2,1765432836000,1765432836563,95,322,227,563,1765432836025
2,1765432837000,1765432837479,102,352,250,479,1765432837068
2,1765432838000,1765432838971,112,379,267,971,1765432838087
2,1765432839000,1765432839485,112,391,279,485,1765432839000
2,1765432840000,1765432840468,106,379,273,468,1765432840003
2,1765432841000,1765432841487,114,382,268,487,1765432841011
2,1765432842000,1765432842496,104,349,245,496,1765432842038
2,1765432843000,1765432844540,112,355,243,1540,1765432843064
2,1765432844000,1765432844835,97,319,222,835,1765432844336
2,1765432845000,1765432845609,82,268,186,609,1765432845120
2,1765432846000,1765432846488,70,247,177,488,1765432846105
2,1765432847000,1765432847332,59,205,146,332,1765432847063
2,1765432848000,1765432848323,60,202,142,323,1765432848066
2,1765432849000,1765432849316,55,181,126,316,1765432849047
2,1765432850000,1765432850441,54,187,133,441,1765432850171
2,1765432851000,1765432851347,60,202,142,347,1765432851028
2,1765432852000,1765432852247,67,214,147,247,1765432852005
2,1765432853000,1765432853262,75,259,184,262,1765432853013
2,1765432854000,1765432854175,79,295,216,175,1765432854044
2,1765432855000,1765432855266,88,307,219,266,1765432855059
2,1765432856000,1765432856193,94,328,234,193,1765432856040
2,1765432857000,1765432857217,92,337,245,217,1765432857071
2,1765432858000,1765432858212,108,361,253,212,1765432858030
2,1765432859000,1765432859120,108,400,292,120,1765432859033
2,1765432860000,1765432860137,115,406,291,137,1765432860052
2,1765432861000,1765432861043,109,373,264,43,1765432861005
2,1765432862000,1765432862040,102,343,241,40,1765432862004
2,1765432863000,1765432863247,99,334,235,247,1765432863093
2,1765432864000,1765432864186,96,340,244,186,1765432864106
2,1765432865000,1765432865154,90,298,208,154,1765432865016
