relative_time_s,throughput,processed_count,drop_rate,avg_delay_processed
0,190.0,189.66666666666666,0.0,4.202938488576449
1,250.75,250.5,0.0031446540880503146,4.185657684630739
2,200.8,200.4,0.0017543859649122807,4.185657684630739
3,236.6,236.2,0.0009970089730807576,4.185930567315834
4,211.6,211.4,0.00199203187250996,4.180712393566698
5,221.8,221.6,0.0014534883720930232,4.109240072202167
6,135.2,135.0,0.0014534883720930232,4.074786666666666
7,189.6,189.6,0.0011911852293031567,4.126927215189873
8,115.2,115.2,0.0011911852293031567,4.186430555555556
9,155.6,155.6,0.0010245901639344263,4.180240359897172
10,95.0,95.0,0.0010245901639344263,4.2161873684210525
11,136.0,135.8,0.0009285051067780873,4.130656848306333
12,81.4,81.2,0.0009285051067780873,4.046477832512315
13,81.4,81.2,0.001271725307333616,4.046477832512315
14,82.2,81.8,0.001271725307333616,4.235036674816627
15,82.2,81.8,0.001271725307333616,4.235036674816627
16,88.0,87.8,0.0015594541910331384,4.460838268792711
17,88.0,87.8,0.0015594541910331384,4.460838268792711
18,149.2,149.0,0.0014290818149339049,4.450891275167785
19,108.0,108.0,0.0014290818149339049,4.4181685185185176
20,181.2,181.2,0.0012882447665056361,4.405508830022074
21,134.4,134.4,0.0012882447665056361,4.409502976190476
22,206.6,206.4,0.0011524056467876692,4.398047480620155
23,145.4,145.2,0.0011524056467876692,4.381789256198347
24,230.4,230.2,0.0013048016701461378,4.380470026064292
25,157.2,157.0,0.0013048016701461378,4.377504458598726
26,229.0,228.8,0.0011745360582569885,4.380143356643357
27,213.2,213.2,0.0011745360582569885,4.343262664165103
28,213.2,213.2,0.0010831889081455806,4.343262664165103
29,171.4,171.4,0.0010208248264597796,4.3227211201866975
30,171.4,171.4,0.0010208248264597796,4.3227211201866975
31,145.2,145.2,0.0009777082518576457,4.2578815426997245
32,89.0,88.8,0.0009777082518576457,4.271596846846847
33,128.2,128.0,0.0009359790340696368,4.2272921875
34,85.2,84.8,0.0011229646266142617,4.174695754716981
35,135.4,135.0,0.0010832280194981044,4.114782222222222
36,89.8,89.4,0.001263537906137184,4.0632774049217
37,152.2,152.0,0.0012087722327749958,4.054761842105263
38,113.0,112.8,0.0012087722327749958,4.029682624113475
39,185.4,185.4,0.0011467889908256881,4.024
40,135.2,135.2,0.0011467889908256881,4.027871301775148
41,215.4,215.4,0.0010824184320395857,4.040032497678737
42,152.8,152.8,0.0010824184320395857,4.038980366492146
43,225.0,225.0,0.0010192195690157252,4.033906666666667
44,152.6,152.4,0.0010192195690157252,4.042832020997375
45,217.2,217.0,0.0009683220362429105,4.027652534562212
46,137.0,136.8,0.0011065006915629322,4.008375730994152
47,137.0,136.8,0.0010591817820733483,4.008375730994152
48,123.2,122.8,0.0010591817820733483,4.329122149837134
49,123.0,122.8,0.0010591817820733483,4.329122149837134
50,105.4,105.2,0.001147227533460803,4.643515209125474
51,105.6,105.2,0.001147227533460803,4.643515209125474
52,143.8,143.4,0.0011138613861386138,4.591845188284519
53,85.4,85.2,0.0012374706100730108,4.515579812206573
54,128.4,128.2,0.0012088974854932303,4.531672386895475
55,81.4,81.2,0.0012088974854932303,4.509923645320197
56,126.2,126.2,0.0011782726522917403,4.449193343898574
57,88.0,88.0,0.0011782726522917403,4.449038636363636
58,147.2,147.2,0.001147842056932966,4.367422554347826
59,104.2,104.2,0.001147842056932966,4.286483685220729
60,178.0,178.0,0.0011101243339253996,4.26171797752809
61,133.0,133.0,0.0011101243339253996,4.235363909774436
62,206.4,206.4,0.0010664391596459423,4.2414680232558135
63,226.8,226.8,0.0010664391596459423,4.207143738977072
64,227.0,226.8,0.001026272577996716,4.207143738977072
65,153.2,153.0,0.0009859988168014198,4.197686274509804
66,222.4,222.2,0.0010844917677215813,4.238785778577858
67,203.8,203.6,0.0010844917677215813,4.224421414538311
68,124.4,124.0,0.0010487177042616074,4.274046774193548
69,165.4,165.2,0.001022019882932268,4.273094430992736
70,165.6,165.2,0.0011148272017837235,4.273094430992736
71,131.6,131.2,0.0010938924339106654,4.208282012195122
72,76.8,76.4,0.0011849421201349012,4.211479057591624
73,116.6,116.4,0.0011662330671929667,4.177202749140894
74,75.6,75.2,0.0011662330671929667,4.12623670212766
75,127.4,127.2,0.0011456772715255133,4.030011006289308
76,92.2,92.0,0.0012336975678533663,3.9868891304347827
77,153.6,153.4,0.001206064782908339,3.9502920469361147
78,113.6,113.4,0.001206064782908339,3.893345679012346
79,113.4,113.4,0.0011749895090222408,3.893345679012346
80,132.0,132.0,0.0011749895090222408,4.207474242424243
81,132.0,132.0,0.0011749895090222408,4.207474242424243
