relative_time_s,throughput,processed_count,drop_rate,avg_delay_processed
114,166.0,165.2,0.005803598845421605,2.267240920096852
115,143.0,142.6,0.005810575246949448,2.478464235624123
116,127.4,126.8,0.005810575246949448,2.437036277602523
117,217.4,216.4,0.005786684534324176,3.0586534195933455
118,240.0,239.2,0.005790159759905418,2.9293210702341135
119,276.0,274.2,0.005764716370011589,2.8518913202042304
120,269.0,267.2,0.005722882680905042,2.8024618263473053
121,325.4,323.4,0.005839373221045219,2.9001830550401975
122,192.4,190.8,0.005822288539746628,2.5593605870020966
123,179.0,177.0,0.005806898942624371,2.7137401129943504
124,178.66666666666666,177.66666666666666,0.005835620395782175,2.842125703564728
